speaker_norm,path_audio,age,gender,recrdTime,recrdEnv,recrdDevice,subset,path_label
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0490-2940M2010-0__000_1-05946461.wav,elder,M,4.56,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0490-2940M2010-0__000_1-05946461.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0639-2940M2010-0__000_1-05951585.wav,elder,M,3.37,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0639-2940M2010-0__000_1-05951585.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0651-2940M2010-0__000_1-05951432.wav,elder,M,4.71,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0651-2940M2010-0__000_1-05951432.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0030-2940M2010-0__000_1-05955557.wav,elder,M,7.47,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0030-2940M2010-0__000_1-05955557.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0589-2940M2010-0__000_1-05946160.wav,elder,M,3.89,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0589-2940M2010-0__000_1-05946160.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0436-2940M2010-0__000_2-05916687.wav,elder,M,4.13,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0436-2940M2010-0__000_2-05916687.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0655-2940M2010-0__000_1-05943924.wav,elder,M,5.72,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0655-2940M2010-0__000_1-05943924.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0008-2940M2010-0__000_2-05809945.wav,elder,M,3.2,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0008-2940M2010-0__000_2-05809945.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0082-2940M2010-0__000_2-05917359.wav,elder,M,2.52,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0082-2940M2010-0__000_2-05917359.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0466-2940M2010-0__000_1-05948099.wav,elder,M,5.75,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0466-2940M2010-0__000_1-05948099.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0607-2940M2010-0__000_1-05946986.wav,elder,M,5.31,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0607-2940M2010-0__000_1-05946986.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0352-2940M2010-0__000_1-05946291.wav,elder,M,2.2,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0352-2940M2010-0__000_1-05946291.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0090-2940M2010-0__000_1-05951973.wav,elder,M,2.9,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0090-2940M2010-0__000_1-05951973.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0699-2940M2010-0__000_2-05917159.wav,elder,M,5.05,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0699-2940M2010-0__000_2-05917159.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0656-2940M2010-0__000_2-05915196.wav,elder,M,4.33,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0656-2940M2010-0__000_2-05915196.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0526-2940M2010-0__000_1-05944291.wav,elder,M,4.49,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0526-2940M2010-0__000_1-05944291.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0460-2940M2010-0__000_1-05951476.wav,elder,M,6.29,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0460-2940M2010-0__000_1-05951476.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0463-2940M2010-0__000_1-05948477.wav,elder,M,4.73,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0463-2940M2010-0__000_1-05948477.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0559-2940M2010-0__000_1-05951232.wav,elder,M,5.96,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0559-2940M2010-0__000_1-05951232.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0336-2940M2010-0__000_1-05931338.wav,elder,M,7.52,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0336-2940M2010-0__000_1-05931338.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0369-2940M2010-0__000_2-05810025.wav,elder,M,5.02,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0369-2940M2010-0__000_2-05810025.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0680-2940M2010-0__000_1-05947368.wav,elder,M,4.87,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0680-2940M2010-0__000_1-05947368.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0427-2940M2010-0__000_1-05951398.wav,elder,M,5.76,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0427-2940M2010-0__000_1-05951398.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0381-2940M2010-0__000_1-05948436.wav,elder,M,4.84,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0381-2940M2010-0__000_1-05948436.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0485-2940M2010-0__000_1-05947669.wav,elder,M,4.34,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0485-2940M2010-0__000_1-05947669.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0060-2940M2010-0__000_2-05829029.wav,elder,M,4.35,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0060-2940M2010-0__000_2-05829029.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0624-2940M2010-0__000_1-05943645.wav,elder,M,3.76,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0624-2940M2010-0__000_1-05943645.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0636-2940M2010-0__000_1-05947571.wav,elder,M,3.72,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0636-2940M2010-0__000_1-05947571.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0095-2940M2010-0__000_2-05828989.wav,elder,M,7.99,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0095-2940M2010-0__000_2-05828989.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0373-2940M2010-0__000_1-05948678.wav,elder,M,5.75,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0373-2940M2010-0__000_1-05948678.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0425-2940M2010-0__000_2-05810703.wav,elder,M,5.37,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0425-2940M2010-0__000_2-05810703.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0377-2940M2010-0__000_1-05943585.wav,elder,M,2.71,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0377-2940M2010-0__000_1-05943585.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0533-2940M2010-0__000_1-05945653.wav,elder,M,4.51,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0533-2940M2010-0__000_1-05945653.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0498-2940M2010-0__000_2-05810084.wav,elder,M,5.2,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0498-2940M2010-0__000_2-05810084.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0188-2940M2010-0__000_1-05957583.wav,elder,M,6.91,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0188-2940M2010-0__000_1-05957583.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0568-2940M2010-0__000_1-05944084.wav,elder,M,6.52,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0568-2940M2010-0__000_1-05944084.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0648-2940M2010-0__000_1-05946085.wav,elder,M,4.35,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0648-2940M2010-0__000_1-05946085.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0435-2940M2010-0__000_1-05944752.wav,elder,M,2.96,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0435-2940M2010-0__000_1-05944752.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0125-2940M2010-0__000_2-05813251.wav,elder,M,3.21,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0125-2940M2010-0__000_2-05813251.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0033-2940M2010-0__000_2-05810373.wav,elder,M,2.65,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0033-2940M2010-0__000_2-05810373.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0597-2940M2010-0__000_1-05950599.wav,elder,M,5.86,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0597-2940M2010-0__000_1-05950599.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0413-2940M2010-0__000_1-05944403.wav,elder,M,5.25,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0413-2940M2010-0__000_1-05944403.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0507-2940M2010-0__000_2-05812533.wav,elder,M,6.11,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0507-2940M2010-0__000_2-05812533.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0084-2940M2010-0__000_1-05933673.wav,elder,M,6.26,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0084-2940M2010-0__000_1-05933673.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0291-2940M2010-0__000_2-05809639.wav,elder,M,6.71,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0291-2940M2010-0__000_2-05809639.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0523-2940M2010-0__000_1-05947802.wav,elder,M,5.99,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0523-2940M2010-0__000_1-05947802.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0118-2940M2010-0__000_2-05818909.wav,elder,M,3.2,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0118-2940M2010-0__000_2-05818909.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0013-2940M2010-0__000_2-05829493.wav,elder,M,2.58,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0013-2940M2010-0__000_2-05829493.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0688-2940M2010-0__000_2-05915297.wav,elder,M,5.36,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0688-2940M2010-0__000_2-05915297.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0107-2940M2010-0__000_2-05915826.wav,elder,M,2.02,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0107-2940M2010-0__000_2-05915826.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0471-2940M2010-0__000_1-05948269.wav,elder,M,7.59,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0471-2940M2010-0__000_1-05948269.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0108-2940M2010-0__000_1-05978764.wav,elder,M,6.76,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0108-2940M2010-0__000_1-05978764.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0106-2940M2010-0__000_1-05955685.wav,elder,M,7.23,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0106-2940M2010-0__000_1-05955685.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0449-2940M2010-0__000_2-05810405.wav,elder,M,4.88,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0449-2940M2010-0__000_2-05810405.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0261-2940M2010-0__000_2-05811665.wav,elder,M,6.42,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0261-2940M2010-0__000_2-05811665.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0459-2940M2010-0__000_1-05946948.wav,elder,M,4.51,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0459-2940M2010-0__000_1-05946948.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0376-2940M2010-0__000_1-05944818.wav,elder,M,7.11,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0376-2940M2010-0__000_1-05944818.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0682-2940M2010-0__000_2-05819824.wav,elder,M,4.9,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0682-2940M2010-0__000_2-05819824.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0194-2940M2010-0__000_1-05960997.wav,elder,M,5.48,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0194-2940M2010-0__000_1-05960997.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0411-2940M2010-0__000_1-05950548.wav,elder,M,2.87,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0411-2940M2010-0__000_1-05950548.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0347-2940M2010-0__000_1-05929367.wav,elder,M,7.23,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0347-2940M2010-0__000_1-05929367.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0432-2940M2010-0__000_1-05928565.wav,elder,M,4.39,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0432-2940M2010-0__000_1-05928565.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0521-2940M2010-0__000_2-05829854.wav,elder,M,3.59,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0521-2940M2010-0__000_2-05829854.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0124-2940M2010-0__000_1-05978676.wav,elder,M,7.26,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0124-2940M2010-0__000_1-05978676.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0551-2940M2010-0__000_1-05950789.wav,elder,M,6.31,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0551-2940M2010-0__000_1-05950789.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0024-2940M2010-0__000_1-05951506.wav,elder,M,2.94,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0024-2940M2010-0__000_1-05951506.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0061-2940M2010-0__000_1-05943874.wav,elder,M,4.22,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0061-2940M2010-0__000_1-05943874.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0354-2940M2010-0__000_1-05950470.wav,elder,M,4.15,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0354-2940M2010-0__000_1-05950470.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0346-2940M2010-0__000_2-05810354.wav,elder,M,5.91,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0346-2940M2010-0__000_2-05810354.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0675-2940M2010-0__000_1-05949948.wav,elder,M,5.27,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0675-2940M2010-0__000_1-05949948.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0175-2940M2010-0__000_2-05809991.wav,elder,M,6.64,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0175-2940M2010-0__000_2-05809991.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0458-2940M2010-0__000_1-05950014.wav,elder,M,7.23,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0458-2940M2010-0__000_1-05950014.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0451-2940M2010-0__000_2-05809524.wav,elder,M,5.38,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0451-2940M2010-0__000_2-05809524.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0392-2940M2010-0__000_2-05809661.wav,elder,M,3.58,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0392-2940M2010-0__000_2-05809661.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0426-2940M2010-0__000_1-05939402.wav,elder,M,5.56,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0426-2940M2010-0__000_1-05939402.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0641-2940M2010-0__000_2-05827622.wav,elder,M,3.44,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0641-2940M2010-0__000_2-05827622.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0433-2940M2010-0__000_2-05813907.wav,elder,M,5.2,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0433-2940M2010-0__000_2-05813907.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0158-2940M2010-0__000_1-05978346.wav,elder,M,7.98,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0158-2940M2010-0__000_1-05978346.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0542-2940M2010-0__000_2-05820825.wav,elder,M,6.36,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0542-2940M2010-0__000_2-05820825.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0625-2940M2010-0__000_2-05821855.wav,elder,M,6.44,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0625-2940M2010-0__000_2-05821855.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0406-2940M2010-0__000_1-05943535.wav,elder,M,2.88,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0406-2940M2010-0__000_1-05943535.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0240-2940M2010-0__000_1-05960461.wav,elder,M,7.6,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0240-2940M2010-0__000_1-05960461.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0646-2940M2010-0__000_2-05810274.wav,elder,M,3.75,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0646-2940M2010-0__000_2-05810274.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0669-2940M2010-0__000_1-05944018.wav,elder,M,3.99,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0669-2940M2010-0__000_1-05944018.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0257-2940M2010-0__000_1-05954182.wav,elder,M,5.53,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0257-2940M2010-0__000_1-05954182.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0078-2940M2010-0__000_2-05914716.wav,elder,M,3.78,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0078-2940M2010-0__000_2-05914716.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0359-2940M2010-0__000_1-05950233.wav,elder,M,5.89,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0359-2940M2010-0__000_1-05950233.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0036-2940M2010-0__000_1-05947043.wav,elder,M,2.75,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0036-2940M2010-0__000_1-05947043.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0055-2940M2010-0__000_1-05945550.wav,elder,M,2.86,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0055-2940M2010-0__000_1-05945550.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0408-2940M2010-0__000_2-05813853.wav,elder,M,6.74,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0408-2940M2010-0__000_2-05813853.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0537-2940M2010-0__000_2-05809296.wav,elder,M,5.21,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0537-2940M2010-0__000_2-05809296.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0101-2940M2010-0__000_1-05953871.wav,elder,M,7.299,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0101-2940M2010-0__000_1-05953871.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0029-2940M2010-0__000_2-05816404.wav,elder,M,3.66,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0029-2940M2010-0__000_2-05816404.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0110-2940M2010-0__000_1-05945166.wav,elder,M,3.52,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0110-2940M2010-0__000_1-05945166.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0102-2940M2010-0__000_1-05946834.wav,elder,M,3.17,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0102-2940M2010-0__000_1-05946834.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0461-2940M2010-0__000_1-05947633.wav,elder,M,3.39,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0461-2940M2010-0__000_1-05947633.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0009-2940M2010-0__000_1-05950978.wav,elder,M,3.74,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0009-2940M2010-0__000_1-05950978.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0530-2940M2010-0__000_1-05946523.wav,elder,M,4.5,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0530-2940M2010-0__000_1-05946523.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0038-2940M2010-0__000_1-05934657.wav,elder,M,3.03,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0038-2940M2010-0__000_1-05934657.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0424-2940M2010-0__000_2-05917086.wav,elder,M,6.3,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0424-2940M2010-0__000_2-05917086.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0671-2940M2010-0__000_1-05945506.wav,elder,M,4.85,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0671-2940M2010-0__000_1-05945506.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0512-2940M2010-0__000_1-05952407.wav,elder,M,5.69,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0512-2940M2010-0__000_1-05952407.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0065-2940M2010-0__000_2-05809596.wav,elder,M,6.64,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0065-2940M2010-0__000_2-05809596.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0345-2940M2010-0__000_2-05915808.wav,elder,M,5.85,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0345-2940M2010-0__000_2-05915808.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0051-2940M2010-0__000_2-05828628.wav,elder,M,7.29,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0051-2940M2010-0__000_2-05828628.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0017-2940M2010-0__000_2-05812228.wav,elder,M,3.44,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0017-2940M2010-0__000_2-05812228.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0689-2940M2010-0__000_1-05947476.wav,elder,M,2.92,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0689-2940M2010-0__000_1-05947476.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0513-2940M2010-0__000_1-05947348.wav,elder,M,5.87,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0513-2940M2010-0__000_1-05947348.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0698-2940M2010-0__000_1-05946397.wav,elder,M,3.62,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0698-2940M2010-0__000_1-05946397.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0096-2940M2010-0__000_1-05946891.wav,elder,M,2.86,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0096-2940M2010-0__000_1-05946891.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0049-2940M2010-0__000_2-05817489.wav,elder,M,3.77,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0049-2940M2010-0__000_2-05817489.json
2940,Training/data/TS_common_01/common/2021-12-16/2940/B0072-2940M2010-0__000_1-05951839.wav,elder,M,3.79,Studio,SmartPhone,Train,Training/label/TL_common_01/common/2021-12-16/2940/B0072-2940M2010-0__000_1-05951839.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0577-2940M2010-0__000_1-05951735.wav,elder,M,4.98,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0577-2940M2010-0__000_1-05951735.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0128-2940M2010-0__000_1-05955058.wav,elder,M,4.95,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0128-2940M2010-0__000_1-05955058.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0035-2940M2010-0__000_2-05820541.wav,elder,M,5.99,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0035-2940M2010-0__000_2-05820541.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0228-2940M2010-0__000_1-05952719.wav,elder,M,7.71,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0228-2940M2010-0__000_1-05952719.json
2940,Training/data/TS_random_02/random/2021-12-16/2940/C0564-2940M2010-0__000_2-05917462.wav,elder,M,5.26,Studio,SmartPhone,Train,Training/label/TL_random_02/random/2021-12-16/2940/C0564-2940M2010-0__000_2-05917462.json
